at,elapsed_s,pswpin,pswpout,pswpin_d,pswpout_d,pgmajfault_d,pgscan_d,mem_available_kb,swap_free_kb,dirty_kb,cached_kb,psi_mem_some_avg10,psi_mem_full_avg10,target
2026-09-19T19:45:34-04:00,23,957646,1488825,0,0,2,0,13808936,36825132,32876,9072196,0.01,0.01,1
2026-09-19T19:45:35-04:00,24,957646,1488825,0,0,10,0,13804604,36825132,38620,9084072,0.01,0.01,1
2026-09-19T19:45:35-04:00,24,957646,1488825,0,0,0,0,13796440,36825132,44056,9094268,0.01,0.01,1
2026-09-19T19:45:36-04:00,25,957646,1488825,0,0,26,0,13784888,36825132,47484,9104040,0.01,0.01,1
2026-09-19T19:45:36-04:00,25,957646,1488825,0,0,44,0,13771012,36825132,51504,9116200,0.01,0.01,1
2026-09-19T19:45:37-04:00,26,957646,1488825,0,0,0,0,13777208,36825132,52572,9122416,0.01,0.01,1
2026-09-19T19:45:37-04:00,26,957646,1488825,0,0,15,0,13780776,36825220,52896,9128548,0.01,0.01,1
2026-09-19T19:45:38-04:00,27,957646,1488825,0,0,5,0,13770352,36825220,54760,9162920,0.01,0.01,1
2026-09-19T19:45:38-04:00,27,957646,1488825,0,0,35,0,13764436,36825220,55920,9174548,0.01,0.01,1
2026-09-19T19:45:39-04:00,28,957648,1488825,2,0,65,0,13758096,36825220,63260,9192612,0.01,0.01,1
2026-09-19T19:45:39-04:00,28,957648,1488825,0,0,57,0,13738080,36825220,67840,9209360,0.01,0.01,1
2026-09-19T19:45:40-04:00,29,957648,1488825,0,0,105,0,13736264,36825220,72556,9233748,0.00,0.00,1
2026-09-19T19:45:40-04:00,29,957648,1488825,0,0,10,0,13695636,36825220,79368,9248156,0.00,0.00,1
2026-09-19T19:45:41-04:00,30,957649,1488825,1,0,357,0,13695152,36825220,82956,9295936,0.00,0.00,1
2026-09-19T19:45:41-04:00,30,957649,1488825,0,0,101,0,13675132,36825220,86780,9311332,0.00,0.00,1
2026-09-19T19:45:42-04:00,31,957717,1488825,68,0,116,0,13675264,36826340,93204,9332756,0.00,0.00,1
2026-09-19T19:45:42-04:00,31,957717,1488825,0,0,38,0,13640796,36826340,101440,9351916,0.00,0.00,1
2026-09-19T19:45:43-04:00,32,957717,1488825,0,0,14,0,13636084,36826340,108644,9368692,0.00,0.00,1
2026-09-19T19:45:43-04:00,32,957717,1488825,0,0,0,0,13633172,36826340,111936,9375412,0.00,0.00,1
2026-09-19T19:45:44-04:00,33,957717,1488825,0,0,158,0,13625696,36826340,117316,9400604,0.00,0.00,1
2026-09-19T19:45:44-04:00,33,957721,1488825,4,0,12,0,13618688,36826340,119088,9406724,0.00,0.00,1
2026-09-19T19:45:45-04:00,34,957721,1488825,0,0,171,0,13606112,36826340,123244,9432728,0.00,0.00,1
2026-09-19T19:45:45-04:00,34,957721,1488825,0,0,209,0,13582404,36826340,126020,9453912,0.00,0.00,1
2026-09-19T19:45:46-04:00,35,957721,1488825,0,0,10,0,13566376,36826340,130772,9463728,0.00,0.00,1
2026-09-19T19:45:46-04:00,35,957721,1488825,0,0,19,0,13400396,36826340,130812,9464932,0.00,0.00,1
2026-09-19T19:45:47-04:00,36,957721,1488825,0,0,0,0,13319384,36826340,130812,9464932,0.00,0.00,1
2026-09-19T19:45:47-04:00,36,957721,1488825,0,0,0,0,13252404,36826340,130812,9464932,0.00,0.00,1
2026-09-19T19:45:48-04:00,37,957730,1488825,9,0,8,0,13212472,36826352,131180,9464932,0.00,0.00,1
2026-09-19T19:45:48-04:00,37,957730,1488825,0,0,0,0,13191896,36826352,131184,9464936,0.00,0.00,1
2026-09-19T19:45:49-04:00,38,957730,1488825,0,0,0,0,13175216,36826352,133680,9464936,0.00,0.00,1
2026-09-19T19:45:49-04:00,38,957730,1488825,0,0,0,0,13136764,36826352,133680,9464936,0.00,0.00,1
2026-09-19T19:45:50-04:00,39,958062,1488825,332,0,212,0,13082764,36827792,133680,9464936,0.00,0.00,1
2026-09-19T19:45:50-04:00,39,958062,1488825,0,0,0,0,13027132,36827792,133680,9464944,0.00,0.00,1
2026-09-19T19:45:51-04:00,40,958062,1488825,0,0,0,0,13013756,36827792,133680,9464944,0.00,0.00,1
2026-09-19T19:45:51-04:00,40,958062,1488825,0,0,0,0,12987752,36827792,136972,9471860,0.00,0.00,1
2026-09-19T19:45:52-04:00,41,958062,1488825,0,0,202,0,12877516,36827792,138092,9503080,0.00,0.00,1
2026-09-19T19:45:52-04:00,41,958062,1488825,0,0,32,0,12722064,36827792,138092,9505012,0.00,0.00,1
2026-09-19T19:45:53-04:00,42,958062,1488825,0,0,45,0,12685344,36827792,138092,9509836,0.00,0.00,1
2026-09-19T19:45:54-04:00,43,958062,1488825,0,0,114,0,12900980,36827792,138652,9519392,0.00,0.00,1
2026-09-19T19:45:54-04:00,43,958062,1488825,0,0,557,0,12785348,36827792,138712,9585512,0.00,0.00,1
2026-09-19T19:45:55-04:00,44,958062,1488825,0,0,0,0,12610712,36827792,138712,9585512,0.00,0.00,1
2026-09-19T19:45:55-04:00,44,958063,1488825,1,0,1,0,12725976,36827792,138712,9585596,0.00,0.00,1
2026-09-19T19:45:56-04:00,45,958063,1488825,0,0,5,0,12534896,36827792,138748,9585544,0.00,0.00,1
2026-09-19T19:45:56-04:00,45,958063,1488825,0,0,0,0,12666388,36827792,139408,9587400,0.00,0.00,1
2026-09-19T19:45:57-04:00,46,958063,1488825,0,0,1,0,12665172,36827792,139800,9587880,0.00,0.00,1
2026-09-19T19:45:57-04:00,46,958063,1488825,0,0,1,0,12664480,36827792,139696,9588040,0.00,0.00,1
2026-09-19T19:45:58-04:00,47,958071,1488825,8,0,314,0,13358892,36827792,139696,9605148,0.00,0.00,1
2026-09-19T19:45:58-04:00,47,958071,1488825,0,0,43,0,13251528,36827792,139780,9620104,0.00,0.00,1
2026-09-19T19:45:59-04:00,48,958071,1488825,0,0,1,0,13171336,36827792,139820,9620184,0.00,0.00,1
2026-09-19T19:45:59-04:00,48,958071,1488825,0,0,8,0,13068184,36827792,140616,9623628,0.00,0.00,1
2026-09-19T19:46:00-04:00,49,958071,1488825,0,0,0,0,12925840,36827792,140768,9623628,0.00,0.00,1
2026-09-19T19:46:00-04:00,49,958071,1488825,0,0,0,0,12846364,36827792,140768,9623628,0.00,0.00,1
